studentid,school,sex,age,address,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences
3999535,GP,M,17,U,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4
9144354,GP,M,16,R,home,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8
5739411,GP,F,17,U,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,24
1562382,GP,F,16,U,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0
4768658,GP,F,16,U,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2
2330971,GP,F,16,U,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,6
3282645,GP,F,17,U,course,mother,1,2,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,4
1131556,GP,F,17,R,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,18
4062795,GP,F,16,R,reputation,mother,2,4,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,6
9622893,GP,F,17,U,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28
9310465,GP,F,16,U,course,mother,1,2,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,5
8361831,GP,F,16,U,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10
9285958,GP,F,16,U,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6
5502376,GP,F,17,R,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6
3651802,GP,F,19,U,reputation,other,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10
1313308,GP,M,17,U,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,13
6581863,GP,F,16,U,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0
4943379,GP,M,18,U,home,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15
8686407,GP,F,17,R,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,12
1084992,GP,F,17,U,reputation,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,2
4139226,GP,F,17,U,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,22
7061032,GP,M,18,U,home,father,1,2,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,13
5169774,GP,F,17,U,home,father,2,1,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,3
4155488,GP,F,17,U,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4
6247581,GP,F,17,R,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,2
8667416,GP,F,17,U,reputation,mother,1,3,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,0
6469951,GP,F,16,U,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2
8731289,GP,M,18,U,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,0
9915879,GP,F,16,U,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,0
4475966,GP,F,18,R,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,16
3561172,GP,F,17,U,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,10
5355456,GP,M,17,U,reputation,father,1,2,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,2
1282323,GP,M,18,U,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14
1582038,GP,F,17,U,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,10
9069879,GP,F,17,U,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14
1889106,GP,M,17,R,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4
7287988,GP,M,17,U,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,14
1210459,GP,M,16,U,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2
9112979,GP,M,16,U,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18
2945894,GP,M,16,U,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,10
9912559,GP,M,17,U,home,father,1,2,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,4
2790804,GP,F,16,U,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,20
1696102,GP,F,17,R,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2
8104876,GP,M,18,U,reputation,father,1,2,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0
4264939,GP,M,17,U,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,14
7774777,GP,M,17,R,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2
1968739,GP,M,16,U,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0
8132005,GP,M,16,U,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0
5974861,GP,F,18,U,course,other,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0
7058726,GP,M,16,U,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6
5693669,GP,M,17,U,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,4
7677203,GP,M,22,U,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16
3018943,GP,M,18,R,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8
9506906,GP,M,16,U,other,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,0
6041278,GP,M,18,U,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0
9580492,GP,M,16,U,reputation,other,3,2,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6
1962390,GP,M,18,U,other,mother,1,1,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4
5617200,GP,M,16,R,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0
6658349,GP,M,17,R,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0
7045393,GP,M,17,U,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2
6768397,GP,F,17,U,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6
6883472,GP,M,19,U,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12
8419369,GP,M,18,U,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8
6647382,GP,F,17,U,course,father,1,4,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0
4878227,GP,F,18,U,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21
1924679,GP,M,18,U,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2
7058679,GP,M,18,R,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1
5423159,GP,F,17,U,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4
2626317,GP,F,18,U,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0
3449657,GP,M,18,R,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13
1314061,GP,M,17,U,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,2
9949703,GP,F,18,R,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,8
3584116,GP,M,18,U,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10
2520203,GP,F,18,R,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,0
3226115,GP,F,19,U,home,other,1,2,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15
1312450,GP,F,18,U,reputation,father,1,4,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4
9322820,GP,F,18,U,home,mother,2,2,0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,2
9589931,GP,M,17,R,home,mother,1,2,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2
8598272,GP,F,17,U,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,2
3126215,GP,F,17,U,course,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6
3363868,GP,F,18,R,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75
9675721,GP,M,18,U,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,22
2030825,GP,F,18,U,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,15
2543731,GP,M,18,U,course,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,8
3797011,GP,M,17,U,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,30
6299539,GP,M,17,U,home,mother,1,1,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19
2455187,GP,F,18,R,reputation,mother,2,4,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1
2438320,GP,F,18,U,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4
5821781,GP,F,17,U,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4
9158803,GP,M,17,U,reputation,father,1,2,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,2
3167040,GP,F,18,U,other,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,5
3901428,GP,F,17,U,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,6
6006027,GP,M,18,U,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6
5427952,GP,M,18,U,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,9
2131853,GP,M,18,U,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11
3769906,GP,F,17,U,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0
4972640,GP,F,18,U,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,12
4433052,GP,F,17,R,reputation,mother,2,4,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,6
2142773,GP,M,18,R,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8
9402456,GP,M,17,U,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,4
5178482,GP,F,19,U,reputation,other,2,2,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0
4562506,GP,F,18,U,home,other,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10
1371310,GP,F,18,U,reputation,father,1,4,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0
2264418,GP,M,18,U,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,5
9969198,GP,F,18,U,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,14
5227682,GP,M,17,U,home,father,2,1,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,0
7997172,GP,F,17,U,reputation,mother,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0
5429177,GP,F,17,U,reputation,father,1,4,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0
7190340,GP,M,19,U,home,other,1,2,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,20
5861783,GP,F,18,U,reputation,other,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8
2419834,GP,M,20,U,course,other,1,1,0,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0
2665775,GP,M,19,U,reputation,other,2,1,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,38
3875726,GP,M,19,R,reputation,father,1,2,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0
1815306,GP,F,19,U,reputation,other,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,18
3181267,GP,F,19,U,home,other,1,2,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,3,0
2790846,GP,F,19,U,other,other,3,2,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,20
7218369,GP,M,19,U,course,other,1,2,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,4,3
5141843,GP,F,19,U,reputation,other,2,2,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,22
2977575,GP,F,19,U,home,other,1,3,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,14
9579665,GP,F,19,R,reputation,other,1,3,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,40
6678872,GP,F,18,U,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0
1213162,GP,F,18,U,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9
3962903,GP,F,17,R,course,father,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0
4466040,GP,F,18,U,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,2
7414908,GP,F,17,U,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,23
5203918,GP,F,17,U,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,12
3553707,GP,F,17,R,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3
3462838,GP,F,17,U,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,1
6702570,GP,F,17,U,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0
2561166,GP,M,18,U,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3
4358980,GP,M,17,U,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3
9969064,GP,M,17,R,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,8
1086440,GP,F,17,U,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7
5877311,GP,F,17,U,course,mother,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4
8363887,GP,M,18,U,course,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,2
8362971,GP,F,17,R,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7
9205966,GP,F,18,U,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0
1307163,GP,F,18,U,home,other,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0
8324552,GP,F,18,R,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0
5604532,GP,F,17,U,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16
2164130,GP,F,19,R,home,other,1,3,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,12
8715519,GP,F,17,U,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0
6596452,GP,F,18,U,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,7
7859915,GP,F,17,R,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4
8850546,GP,F,19,U,home,other,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,4
2984783,GP,M,18,U,home,father,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0
3616785,GP,M,18,U,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11
4834387,GP,F,17,U,home,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,0
4186206,GP,F,18,U,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4
2823471,GP,F,18,U,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7
1792822,GP,M,18,R,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9
8696095,GP,M,18,U,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0
4330946,GP,F,17,U,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0
6446387,MS,M,18,R,course,mother,2,1,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,10
2463935,MS,M,19,R,home,other,3,2,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8
5087437,MS,M,17,U,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,2
5977328,MS,M,18,U,course,mother,1,1,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,7
1140880,MS,M,19,R,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4
4557974,MS,M,17,R,home,mother,2,2,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4
9112658,MS,F,18,U,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0
3470496,MS,F,17,R,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4
7701595,MS,F,17,U,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2
7550843,MS,M,18,U,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4
2051837,MS,F,18,U,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0
1291690,MS,F,18,R,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0
8564340,MS,M,18,R,other,mother,2,2,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,2
2860870,MS,F,18,U,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0
9692151,MS,F,17,U,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0
6839836,MS,F,17,R,course,father,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0
5627807,MS,M,18,R,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4
7570169,MS,M,18,U,other,mother,2,3,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0
6513758,MS,F,17,R,reputation,mother,3,1,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,0
5700895,MS,F,18,U,course,father,2,1,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0
8532410,MS,F,18,R,other,father,3,2,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,10
9178662,MS,F,19,U,home,other,2,2,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,4
9789089,MS,M,18,R,other,father,3,1,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3
3497910,MS,F,17,U,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8
2642965,MS,F,17,R,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14
8627831,MS,F,18,R,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0
4539375,MS,F,18,R,home,mother,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2
9247881,MS,F,20,U,course,other,2,3,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,4
1157834,MS,F,18,R,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,4
4705090,MS,F,18,U,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,0
4335268,MS,F,17,R,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,17
4646669,MS,M,18,U,home,father,1,2,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,4
8932051,MS,M,18,R,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5
7002651,MS,M,17,U,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2
7973933,MS,M,19,R,other,mother,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0
1677314,MS,M,18,R,home,father,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,14
2614486,MS,F,18,R,other,mother,2,3,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,2
4610410,MS,F,18,R,reputation,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,7
4244542,MS,F,19,R,course,mother,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0
2911550,MS,F,18,U,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,0
2036833,MS,F,18,U,course,mother,2,2,1,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,0
1484229,MS,M,20,U,course,other,1,2,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,4,11
1137392,MS,M,17,U,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3
4723549,MS,M,21,R,course,other,1,1,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,3,3
5968415,MS,M,18,R,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0
3185709,MS,M,19,U,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,3,3,3,5,5
